,a_clk,in,z,B8
,b_clk,in,z,U9
,Seg[0],out,z,L18
,Seg[1],out,z,F18
,Seg[2],out,z,D17
,Seg[3],out,z,D16
,Seg[4],out,z,G14
,Seg[5],out,z,J17
,Seg[6],out,z,H14
,dp,out,z,C17
,An[0],out,z,F17
,An[1],out,z,H17
,An[2],out,z,C18
,An[3],out,z,F15
,Led[0],out,z,J14
,Led[1],out,z,J15
,Led[2],out,z,K15
,Led[3],out,z,K14
,Led[4],out,z,E16
,Led[5],out,z,P16
,Led[6],out,z,E4
,Led[7],out,z,P4
,Sw[0],in,z,G18
,Sw[1],in,z,H18
,Sw[2],in,z,K18
,Sw[3],in,z,K17
,Sw[4],in,z,L14
,Sw[5],in,z,L13
,Sw[6],in,z,N17
,Sw[7],in,z,R17
,Btn[0],in,z,B18
,Btn[1],in,z,D18
,Btn[2],in,z,E18
,Btn[3],in,z,H13
,Vga_red[0],out,z,R9
,Vga_red[1],out,z,T8
,Vga_red[2],out,z,R8
,Vga_green[0],out,z,N8
,Vga_green[1],out,z,P8
,Vga_green[2],out,z,P6
,Vga_blue[0],out,z,U5
,Vga_blue[1],out,z,U4
,vga_hsync_n,out,z,T4
,vga_vsync_n,out,z,U3
,ps2_clk,inout,z,R12
,ps2_data,inout,z,P11
,Ja_1,inout,z,L15
,Ja_2,inout,z,K12
,Ja_3,inout,z,L17
,Ja_4,inout,z,M15
,Ja_7,inout,z,K13
,Ja_8,inout,z,L16
,Ja_9,inout,z,M14
,Ja_10,inout,z,M16
,Jb_1,inout,z,M13
,Jb_2,inout,z,R18
,Jb_3,inout,z,R15
,Jb_4,inout,z,T17
,Jb_7,inout,z,P17
,Jb_8,inout,z,R16
,Jb_9,inout,z,T18
,Jb_10,inout,z,U18
,Jc_1,inout,z,G15
,Jc_2,inout,z,J16
,Jc_3,inout,z,G13
,Jc_4,inout,z,H16
,Jc_7,inout,z,H15
,Jc_8,inout,z,F14
,Jc_9,inout,z,G16
,Jc_10,inout,z,J12
,rts,out,z,J13
,cts,in,z,M18
,rxd,in,z,N18
,txd,out,z,P18
,rs_rx,in,z,U6
,rs_tx,out,z,P9
,memoe,out,z,T2
,memwr_n,out,z,N7
,ramadv_n,out,z,J4
,ramcs,out,z,R6
,ramclk,out,z,H5
,ramcre,out,z,P7
,ramlb_n,out,z,K5
,ramub_n,out,z,K4
,ramwait,in,z,F5
,flashrp,out,z,T5
,flashcs_n,out,z,R5
,flashtsts,out,z,D3
,Memadr[1},out,z,J1 
,Memadr[2],out,z,J2
,Memadr[3],out,z,H4
,Memadr[4],out,z,H1
,Memadr[5],out,z,H2
,Memadr[6],out,z,J5
,Memadr[7],out,z,H3
,Memadr[8],out,z,H6
,Memadr[9],out,z,F1
,Memadr[10],out,z,G3
,Memadr[11],out,z,G6
,Memadr[12],out,z,G5
,Memadr[13],out,z,G4
,Memadr[14],out,z,F2
,Memadr[15],out,z,E1
,Memadr[16],out,z,M5
,Memadr[17],out,z,E2
,Memadr[18],out,z,C2
,Memadr[19],out,z,C1
,Memadr[20[,out,z,D2
,Memadr[21],out,z,K3
,Memadr[22],out,z,D1
,Memard[23],out,z,K6
,Memdb[0],inout,z,L1
,Memdb[1],inout,z,L4
,Memdb[2],inout,z,L6
,Memdb[3],inout,z,M4
,Memdb[4],inout,z,N5
,Memdb[5],inout,z,P1
,Memdb[6],inout,z,P2
,Memdb[7],inout,z,R2
,Memdb[8],inout,z,L3
,Memdb[9],inout,z,L5
,Memdb[10],inout,z,M3
,Memdb[11],inout,z,M6
,Memdb[12],inout,z,L2
,Memdb[13],inout,z,N4
,Memdb[14],inout,z,R3
,Memdb[15],inout,z,T1
,eppastb,in,z,V14
,eppdstb,in,z,U14
,eppwait,in,z,N9
,Eppdb[0],inout,z,R14
,Eppdb[1],inout,z,R13
,Eppdb[2],inout,z,P13
,Eppdb[3],inout,z,T12
,Eppdb[4],inout,z,N11
,Eppdb[5],inout,z,R11
,Eppdb[6],inout,z,P10
,Eppdb[7],inout,z,R10
,pio[0],inout,z,B4
,Pio[1],inout,z,A4
,Pio[2],inout,z,C3
,Pio[3],inout,z,C4
,Pio[4],inout,z,B6
,Pio[5],inout,z,D5
,Pio[6],inout,z,C5
,Pio[7],inout,z,F7
,Pio[8],inout,z,E7
,Pio[9],inout,z,A6
,Pio[10],inout,z,C7
,Pio[11],inout,z,F8
,Pio[12],inout,z,D7
,Pio[13],inout,z,E8
,Pio[14],inout,z,E9
,Pio[15],inout,z,C9
,Pio[16],inout,z,A8
,Pio[17],inout,z,G9
,Pio[18],inout,z,F9
,Pio[19],inout,z,D10
,Pio[20],inout,z,A10
,Pio[21],inout,z,B10
,Pio[22],inout,z,A11
,Pio[23],inout,z,D11
,Pio[24],inout,z,E10
,Pio[25],inout,z,B11
,Pio[26],inout,z,C11
,Pio[27],inout,z,E11
,Pio[28],inout,z,F11
,Pio[29],inout,z,E12
,Pio[30],inout,z,F12
,Pio[31],inout,z,A13
,Pio[32],inout,z,B13
,Pio[33],inout,z,E13
,Pio[34],inout,z,A14
,Pio[35],inout,z,C14
,Pio[36],inout,z,D14
,Pio[37],inout,z,B14
,Pio[38],inout,z,A16
,Pio[39],inout,z,B16
,usbclk,in,z,T15
,usboe,in,z,V15
,usbwr,in,z,V9
,usbpktend,in,z,V12
,usbdir,in,z,T16
,usbmode,in,z,U15
,Usbadr[0],in,z,T14
,Usbadr[1],in,z,V13
,usbrdy,out,z,U13
,usbflag,in,z,V16
